horizon_bars,fold_id,top_n,cost_bps,n_rebalances,gross_expectancy,net_expectancy,benchmark_expectancy,alpha_gross,alpha_net,mean_turnover,ic,hit_rate
1,0,10,10.0,20,0.0041156650479771345,0.003575630107960822,0.002651650063345086,0.0014640149846320495,0.0009239800446157371,0.5400349400163122,-0.033868022103338384,0.5
1,0,10,15.0,20,0.0041156650479771345,0.0033056126379526667,0.002651650063345086,0.0014640149846320495,0.0006539625746075806,0.5400349400163122,-0.033868022103338384,0.5
1,0,10,25.0,20,0.0041156650479771345,0.0027655776979363545,0.002651650063345086,0.0014640149846320495,0.0001139276345912682,0.5400349400163122,-0.033868022103338384,0.45
1,0,10,35.0,20,0.0041156650479771345,0.0022255427579200423,0.002651650063345086,0.0014640149846320495,-0.000426107305425044,0.5400349400163122,-0.033868022103338384,0.45
1,0,20,10.0,20,0.001699701261889053,0.0013947478657830345,0.002651650063345086,-0.0009519488014560325,-0.0012569021975620512,0.30495339610601846,-0.033868022103338384,0.45
1,0,20,15.0,20,0.001699701261889053,0.0012422711677300253,0.002651650063345086,-0.0009519488014560325,-0.0014093788956150602,0.30495339610601846,-0.033868022103338384,0.45
1,0,20,25.0,20,0.001699701261889053,0.0009373177716240071,0.002651650063345086,-0.0009519488014560325,-0.001714332291721079,0.30495339610601846,-0.033868022103338384,0.45
1,0,20,35.0,20,0.001699701261889053,0.0006323643755179887,0.002651650063345086,-0.0009519488014560325,-0.002019285687827097,0.30495339610601846,-0.033868022103338384,0.45
1,0,50,10.0,20,0.002643703462040628,0.002612463798916418,0.002651650063345086,-7.94660130445761e-06,-3.918626442866781e-05,0.03123966312421043,-0.033868022103338384,0.45
1,0,50,15.0,20,0.002643703462040628,0.002596843967354312,0.002651650063345086,-7.94660130445761e-06,-5.4806095990773276e-05,0.03123966312421043,-0.033868022103338384,0.45
1,0,50,25.0,20,0.002643703462040628,0.002565604304230102,0.002651650063345086,-7.94660130445761e-06,-8.604575911498353e-05,0.03123966312421043,-0.033868022103338384,0.45
1,0,50,35.0,20,0.002643703462040628,0.0025343646411058922,0.002651650063345086,-7.94660130445761e-06,-0.00011728542223919409,0.03123966312421043,-0.033868022103338384,0.45
1,0,100,10.0,20,0.002643703462040628,0.002612463798916418,0.002651650063345086,-7.94660130445761e-06,-3.918626442866781e-05,0.03123966312421043,-0.033868022103338384,0.45
1,0,100,15.0,20,0.002643703462040628,0.002596843967354312,0.002651650063345086,-7.94660130445761e-06,-5.4806095990773276e-05,0.03123966312421043,-0.033868022103338384,0.45
1,0,100,25.0,20,0.002643703462040628,0.002565604304230102,0.002651650063345086,-7.94660130445761e-06,-8.604575911498353e-05,0.03123966312421043,-0.033868022103338384,0.45
1,0,100,35.0,20,0.002643703462040628,0.0025343646411058922,0.002651650063345086,-7.94660130445761e-06,-0.00011728542223919409,0.03123966312421043,-0.033868022103338384,0.45
1,1,10,10.0,21,0.010173569089773373,0.009624721924313453,0.007986191605459186,0.002187377484314186,0.0016385303188542646,0.5488471654599211,0.08111865356856614,0.6666666666666666
1,1,10,15.0,21,0.010173569089773373,0.009350298341583492,0.007986191605459186,0.002187377484314186,0.0013641067361243044,0.5488471654599211,0.08111865356856614,0.6666666666666666
1,1,10,25.0,21,0.010173569089773373,0.008801451176123569,0.007986191605459186,0.002187377484314186,0.0008152595706643835,0.5488471654599211,0.08111865356856614,0.6666666666666666
1,1,10,35.0,21,0.010173569089773373,0.008252604010663649,0.007986191605459186,0.002187377484314186,0.00026641240520446194,0.5488471654599211,0.08111865356856614,0.6666666666666666
1,1,20,10.0,21,0.007485789487669544,0.007222216039438355,0.007986191605459186,-0.0005004021177896438,-0.0007639755660208328,0.2635734482311895,0.08111865356856614,0.7142857142857143
1,1,20,15.0,21,0.007485789487669544,0.007090429315322759,0.007986191605459186,-0.0005004021177896438,-0.0008957622901364279,0.2635734482311895,0.08111865356856614,0.7142857142857143
1,1,20,25.0,21,0.007485789487669544,0.006826855867091568,0.007986191605459186,-0.0005004021177896438,-0.0011593357383676175,0.2635734482311895,0.08111865356856614,0.7142857142857143
1,1,20,35.0,21,0.007485789487669544,0.00656328241886038,0.007986191605459186,-0.0005004021177896438,-0.0014229091865988076,0.2635734482311895,0.08111865356856614,0.7142857142857143
1,1,50,10.0,21,0.008213045305444347,0.008187591956311838,0.007986191605459186,0.00022685369998515928,0.0002014003508526503,0.025453349132508962,0.08111865356856614,0.7619047619047619
1,1,50,15.0,21,0.008213045305444347,0.008174865281745583,0.007986191605459186,0.00022685369998515928,0.00018867367628639574,0.025453349132508962,0.08111865356856614,0.7619047619047619
1,1,50,25.0,21,0.008213045305444347,0.008149411932613074,0.007986191605459186,0.00022685369998515928,0.00016322032715388683,0.025453349132508962,0.08111865356856614,0.7619047619047619
1,1,50,35.0,21,0.008213045305444347,0.008123958583480565,0.007986191605459186,0.00022685369998515928,0.00013776697802137786,0.025453349132508962,0.08111865356856614,0.7619047619047619
1,1,100,10.0,21,0.008213045305444347,0.008187591956311838,0.007986191605459186,0.00022685369998515928,0.0002014003508526503,0.025453349132508962,0.08111865356856614,0.7619047619047619
1,1,100,15.0,21,0.008213045305444347,0.008174865281745583,0.007986191605459186,0.00022685369998515928,0.00018867367628639574,0.025453349132508962,0.08111865356856614,0.7619047619047619
1,1,100,25.0,21,0.008213045305444347,0.008149411932613074,0.007986191605459186,0.00022685369998515928,0.00016322032715388683,0.025453349132508962,0.08111865356856614,0.7619047619047619
1,1,100,35.0,21,0.008213045305444347,0.008123958583480565,0.007986191605459186,0.00022685369998515928,0.00013776697802137786,0.025453349132508962,0.08111865356856614,0.7619047619047619
1,2,10,10.0,19,0.004030550966431866,0.0036570814458345277,0.0013460585376768406,0.002684492428755026,0.0023110229081576873,0.37346952059733846,0.11815132511348042,0.5263157894736842
1,2,10,15.0,19,0.004030550966431866,0.003470346685535859,0.0013460585376768406,0.002684492428755026,0.0021242881478590178,0.37346952059733846,0.11815132511348042,0.5263157894736842
1,2,10,25.0,19,0.004030550966431866,0.00309687716493852,0.0013460585376768406,0.002684492428755026,0.0017508186272616798,0.37346952059733846,0.11815132511348042,0.5263157894736842
1,2,10,35.0,19,0.004030550966431866,0.0027234076443411817,0.0013460585376768406,0.002684492428755026,0.001377349106664341,0.37346952059733846,0.11815132511348042,0.5263157894736842
1,2,20,10.0,19,0.0029791652516405996,0.0027011331571523776,0.0013460585376768406,0.001633106713963759,0.0013550746194755372,0.27803209448822186,0.11815132511348042,0.5263157894736842
1,2,20,15.0,19,0.0029791652516405996,0.0025621171099082674,0.0013460585376768406,0.001633106713963759,0.0012160585722314262,0.27803209448822186,0.11815132511348042,0.5263157894736842
1,2,20,25.0,19,0.0029791652516405996,0.0022840850154200454,0.0013460585376768406,0.001633106713963759,0.0009380264777432044,0.27803209448822186,0.11815132511348042,0.5263157894736842
1,2,20,35.0,19,0.0029791652516405996,0.002006052920931823,0.0013460585376768406,0.001633106713963759,0.0006599943832549826,0.27803209448822186,0.11815132511348042,0.47368421052631576
1,2,50,10.0,19,0.0013491223658971489,0.0013228065764234647,0.0013460585376768406,3.063828220308619e-06,-2.3251961253375615e-05,0.02631578947368421,0.11815132511348042,0.631578947368421
1,2,50,15.0,19,0.0013491223658971489,0.0013096486816866226,0.0013460585376768406,3.063828220308619e-06,-3.640985599021773e-05,0.02631578947368421,0.11815132511348042,0.631578947368421
1,2,50,25.0,19,0.0013491223658971489,0.0012833328922129388,0.0013460585376768406,3.063828220308619e-06,-6.272564546390187e-05,0.02631578947368421,0.11815132511348042,0.631578947368421
1,2,50,35.0,19,0.0013491223658971489,0.0012570171027392544,0.0013460585376768406,3.063828220308619e-06,-8.904143493758611e-05,0.02631578947368421,0.11815132511348042,0.631578947368421
1,2,100,10.0,19,0.0013491223658971489,0.0013228065764234647,0.0013460585376768406,3.063828220308619e-06,-2.3251961253375615e-05,0.02631578947368421,0.11815132511348042,0.631578947368421
1,2,100,15.0,19,0.0013491223658971489,0.0013096486816866226,0.0013460585376768406,3.063828220308619e-06,-3.640985599021773e-05,0.02631578947368421,0.11815132511348042,0.631578947368421
1,2,100,25.0,19,0.0013491223658971489,0.0012833328922129388,0.0013460585376768406,3.063828220308619e-06,-6.272564546390187e-05,0.02631578947368421,0.11815132511348042,0.631578947368421
1,2,100,35.0,19,0.0013491223658971489,0.0012570171027392544,0.0013460585376768406,3.063828220308619e-06,-8.904143493758611e-05,0.02631578947368421,0.11815132511348042,0.631578947368421
1,3,10,10.0,20,-0.0014540796740880248,-0.0018617518429247908,-0.001957624932555641,0.0005035452584676162,9.587308963085057e-05,0.4076721688367657,0.036562594298112594,0.4
1,3,10,15.0,20,-0.0014540796740880248,-0.0020655879273431734,-0.001957624932555641,0.0005035452584676162,-0.00010796299478753202,0.4076721688367657,0.036562594298112594,0.4
1,3,10,25.0,20,-0.0014540796740880248,-0.0024732600961799383,-0.001957624932555641,0.0005035452584676162,-0.000515635163624298,0.4076721688367657,0.036562594298112594,0.4
1,3,10,35.0,20,-0.0014540796740880248,-0.002880932265016705,-0.001957624932555641,0.0005035452584676162,-0.0009233073324610642,0.4076721688367657,0.036562594298112594,0.4
1,3,20,10.0,20,-0.0020053684218873952,-0.002296523196240027,-0.001957624932555641,-4.7743489331753984e-05,-0.0003388982636843861,0.2911547743526318,0.036562594298112594,0.45
1,3,20,15.0,20,-0.0020053684218873952,-0.002442100583416342,-0.001957624932555641,-4.7743489331753984e-05,-0.000484475650860702,0.2911547743526318,0.036562594298112594,0.45
1,3,20,25.0,20,-0.0020053684218873952,-0.0027332553577689737,-0.001957624932555641,-4.7743489331753984e-05,-0.0007756304252133338,0.2911547743526318,0.036562594298112594,0.45
1,3,20,35.0,20,-0.0020053684218873952,-0.003024410132121607,-0.001957624932555641,-4.7743489331753984e-05,-0.0010667851995659657,0.2911547743526318,0.036562594298112594,0.45
1,3,50,10.0,20,-0.0018708170187809986,-0.0018963557353880328,-0.001957624932555641,8.680791377464234e-05,6.126919716760863e-05,0.025538716607033773,0.036562594298112594,0.55
1,3,50,15.0,20,-0.0018708170187809986,-0.0019091250936915493,-0.001957624932555641,8.680791377464234e-05,4.8499838864091584e-05,0.025538716607033773,0.036562594298112594,0.55
1,3,50,25.0,20,-0.0018708170187809986,-0.0019346638102985835,-0.001957624932555641,8.680791377464234e-05,2.2961122257057894e-05,0.025538716607033773,0.036562594298112594,0.5
1,3,50,35.0,20,-0.0018708170187809986,-0.0019602025269056167,-0.001957624932555641,8.680791377464234e-05,-2.5775943499758157e-06,0.025538716607033773,0.036562594298112594,0.5
1,3,100,10.0,20,-0.0018708170187809986,-0.0018963557353880328,-0.001957624932555641,8.680791377464234e-05,6.126919716760863e-05,0.025538716607033773,0.036562594298112594,0.55
1,3,100,15.0,20,-0.0018708170187809986,-0.0019091250936915493,-0.001957624932555641,8.680791377464234e-05,4.8499838864091584e-05,0.025538716607033773,0.036562594298112594,0.55
1,3,100,25.0,20,-0.0018708170187809986,-0.0019346638102985835,-0.001957624932555641,8.680791377464234e-05,2.2961122257057894e-05,0.025538716607033773,0.036562594298112594,0.5
1,3,100,35.0,20,-0.0018708170187809986,-0.0019602025269056167,-0.001957624932555641,8.680791377464234e-05,-2.5775943499758157e-06,0.025538716607033773,0.036562594298112594,0.5
1,4,10,10.0,21,0.0038555164311559675,0.0033419046366765237,0.0004225617927552649,0.0034329546384007027,0.0029193428439212585,0.513611794479443,0.0664906945437884,0.7142857142857143
1,4,10,15.0,21,0.0038555164311559675,0.003085098739436802,0.0004225617927552649,0.0034329546384007027,0.002662536946681536,0.513611794479443,0.0664906945437884,0.7142857142857143
1,4,10,25.0,21,0.0038555164311559675,0.002571486944957359,0.0004225617927552649,0.0034329546384007027,0.0021489251522020937,0.513611794479443,0.0664906945437884,0.6666666666666666
1,4,10,35.0,21,0.0038555164311559675,0.002057875150477916,0.0004225617927552649,0.0034329546384007027,0.0016353133577226505,0.513611794479443,0.0664906945437884,0.6190476190476191
1,4,20,10.0,21,0.002146525723237649,0.0018465503917584089,0.0004225617927552649,0.0017239639304823839,0.001423988599003144,0.29997533147924027,0.0664906945437884,0.5714285714285714
1,4,20,15.0,21,0.002146525723237649,0.0016965627260187885,0.0004225617927552649,0.0017239639304823839,0.0012740009332635235,0.29997533147924027,0.0664906945437884,0.5714285714285714
1,4,20,25.0,21,0.002146525723237649,0.0013965873945395485,0.0004225617927552649,0.0017239639304823839,0.0009740256017842835,0.29997533147924027,0.0664906945437884,0.5714285714285714
1,4,20,35.0,21,0.002146525723237649,0.0010966120630603083,0.0004225617927552649,0.0017239639304823839,0.000674050270305043,0.29997533147924027,0.0664906945437884,0.5238095238095238
1,4,50,10.0,21,0.000288312250949371,0.0002645027271398472,0.0004225617927552649,-0.000134249541805894,-0.00015805906561541783,0.023809523809523808,0.0664906945437884,0.5238095238095238
1,4,50,15.0,21,0.000288312250949371,0.0002525979652350853,0.0004225617927552649,-0.000134249541805894,-0.0001699638275201797,0.023809523809523808,0.0664906945437884,0.5238095238095238
1,4,50,25.0,21,0.000288312250949371,0.00022878844142556147,0.0004225617927552649,-0.000134249541805894,-0.0001937733513297035,0.023809523809523808,0.0664906945437884,0.5238095238095238
1,4,50,35.0,21,0.000288312250949371,0.00020497891761603782,0.0004225617927552649,-0.000134249541805894,-0.0002175828751392273,0.023809523809523808,0.0664906945437884,0.5238095238095238
1,4,100,10.0,21,0.000288312250949371,0.0002645027271398472,0.0004225617927552649,-0.000134249541805894,-0.00015805906561541783,0.023809523809523808,0.0664906945437884,0.5238095238095238
1,4,100,15.0,21,0.000288312250949371,0.0002525979652350853,0.0004225617927552649,-0.000134249541805894,-0.0001699638275201797,0.023809523809523808,0.0664906945437884,0.5238095238095238
1,4,100,25.0,21,0.000288312250949371,0.00022878844142556147,0.0004225617927552649,-0.000134249541805894,-0.0001937733513297035,0.023809523809523808,0.0664906945437884,0.5238095238095238
1,4,100,35.0,21,0.000288312250949371,0.00020497891761603782,0.0004225617927552649,-0.000134249541805894,-0.0002175828751392273,0.023809523809523808,0.0664906945437884,0.5238095238095238
1,5,10,10.0,20,0.001884776311385198,0.0014050387721131134,0.001523792285705057,0.0003609840256801406,-0.00011875351359194372,0.4797375392720844,-0.03935480363892387,0.55
1,5,10,15.0,20,0.001884776311385198,0.0011651700024770712,0.001523792285705057,0.0003609840256801406,-0.00035862228322798605,0.4797375392720844,-0.03935480363892387,0.55
1,5,10,25.0,20,0.001884776311385198,0.0006854324632049867,0.001523792285705057,0.0003609840256801406,-0.0008383598225000699,0.4797375392720844,-0.03935480363892387,0.55
1,5,10,35.0,20,0.001884776311385198,0.00020569492393290243,0.001523792285705057,0.0003609840256801406,-0.0013180973617721544,0.4797375392720844,-0.03935480363892387,0.5
1,5,20,10.0,20,0.0013513126454332168,0.0010240156047508768,0.001523792285705057,-0.00017247964027183998,-0.0004997766809541799,0.32729704068234,-0.03935480363892387,0.6
1,5,20,15.0,20,0.0013513126454332168,0.0008603670844097071,0.001523792285705057,-0.00017247964027183998,-0.00066342520129535,0.32729704068234,-0.03935480363892387,0.55
1,5,20,25.0,20,0.0013513126454332168,0.0005330700437273672,0.001523792285705057,-0.00017247964027183998,-0.0009907222419776897,0.32729704068234,-0.03935480363892387,0.55
1,5,20,35.0,20,0.0013513126454332168,0.00020577300304502714,0.001523792285705057,-0.00017247964027183998,-0.0013180192826600298,0.32729704068234,-0.03935480363892387,0.55
1,5,50,10.0,20,0.001445089098122957,0.0014200890981229568,0.001523792285705057,-7.87031875821e-05,-0.0001037031875821,0.025,-0.03935480363892387,0.65
1,5,50,15.0,20,0.001445089098122957,0.001407589098122957,0.001523792285705057,-7.87031875821e-05,-0.00011620318758209997,0.025,-0.03935480363892387,0.65
1,5,50,25.0,20,0.001445089098122957,0.0013825890981229568,0.001523792285705057,-7.87031875821e-05,-0.00014120318758209998,0.025,-0.03935480363892387,0.65
1,5,50,35.0,20,0.001445089098122957,0.0013575890981229568,0.001523792285705057,-7.87031875821e-05,-0.00016620318758209997,0.025,-0.03935480363892387,0.65
1,5,100,10.0,20,0.001445089098122957,0.0014200890981229568,0.001523792285705057,-7.87031875821e-05,-0.0001037031875821,0.025,-0.03935480363892387,0.65
1,5,100,15.0,20,0.001445089098122957,0.001407589098122957,0.001523792285705057,-7.87031875821e-05,-0.00011620318758209997,0.025,-0.03935480363892387,0.65
1,5,100,25.0,20,0.001445089098122957,0.0013825890981229568,0.001523792285705057,-7.87031875821e-05,-0.00014120318758209998,0.025,-0.03935480363892387,0.65
1,5,100,35.0,20,0.001445089098122957,0.0013575890981229568,0.001523792285705057,-7.87031875821e-05,-0.00016620318758209997,0.025,-0.03935480363892387,0.65
1,6,10,10.0,20,0.00016596311734888813,-0.0003892927012235134,-0.0014273228971171143,0.0015932860144660024,0.0010380301958936,0.5552558185724022,0.11483908126438737,0.45
1,6,10,15.0,20,0.00016596311734888813,-0.000666920610509715,-0.0014273228971171143,0.0015932860144660024,0.0007604022866073989,0.5552558185724022,0.11483908126438737,0.45
1,6,10,25.0,20,0.00016596311734888813,-0.001222176429082117,-0.0014273228971171143,0.0015932860144660024,0.00020514646803499693,0.5552558185724022,0.11483908126438737,0.45
1,6,10,35.0,20,0.00016596311734888813,-0.0017774322476545195,-0.0014273228971171143,0.0015932860144660024,-0.00035010935053740556,0.5552558185724022,0.11483908126438737,0.45
1,6,20,10.0,20,0.0009221936967930599,0.00047179575919709533,-0.0014273228971171143,0.0023495165939101735,0.0018991186563142096,0.45039793759596425,0.11483908126438737,0.4
1,6,20,15.0,20,0.0009221936967930599,0.0002465967903991133,-0.0014273228971171143,0.0023495165939101735,0.0016739196875162274,0.45039793759596425,0.11483908126438737,0.4
1,6,20,25.0,20,0.0009221936967930599,-0.0002038011471968512,-0.0014273228971171143,0.0023495165939101735,0.001223521749920263,0.45039793759596425,0.11483908126438737,0.4
1,6,20,35.0,20,0.0009221936967930599,-0.0006541990847928151,-0.0014273228971171143,0.0023495165939101735,0.0007731238123242989,0.45039793759596425,0.11483908126438737,0.4
1,6,50,10.0,20,-0.0013613073198911712,-0.001428257885720654,-0.0014273228971171143,6.60155772259429e-05,-9.349886035399314e-07,0.06695056582948286,0.11483908126438737,0.4
1,6,50,15.0,20,-0.0013613073198911712,-0.0014617331686353951,-0.0014273228971171143,6.60155772259429e-05,-3.441027151828127e-05,0.06695056582948286,0.11483908126438737,0.4
1,6,50,25.0,20,-0.0013613073198911712,-0.0015286837344648785,-0.0014273228971171143,6.60155772259429e-05,-0.00010136083734776421,0.06695056582948286,0.11483908126438737,0.4
1,6,50,35.0,20,-0.0013613073198911712,-0.0015956343002943613,-0.0014273228971171143,6.60155772259429e-05,-0.00016831140317724705,0.06695056582948286,0.11483908126438737,0.4
1,6,100,10.0,20,-0.001319596352955066,-0.0013451049717709148,-0.0014273228971171143,0.00010772654416204789,8.22179253461992e-05,0.025508618815848677,0.11483908126438737,0.4
1,6,100,15.0,20,-0.001319596352955066,-0.0013578592811788386,-0.0014273228971171143,0.00010772654416204789,6.94636159382749e-05,0.025508618815848677,0.11483908126438737,0.4
1,6,100,25.0,20,-0.001319596352955066,-0.0013833678999946876,-0.0014273228971171143,0.00010772654416204789,4.3954997122426165e-05,0.025508618815848677,0.11483908126438737,0.4
1,6,100,35.0,20,-0.001319596352955066,-0.0014088765188105363,-0.0014273228971171143,0.00010772654416204789,1.8446378306577514e-05,0.025508618815848677,0.11483908126438737,0.4
1,7,10,10.0,19,0.0035341011482102327,0.0029608209938029144,0.003634276804416442,-0.00010017565620620908,-0.0006734558106135276,0.5732801544073187,0.00864625264853104,0.5789473684210527
1,7,10,15.0,19,0.0035341011482102327,0.002674180916599254,0.003634276804416442,-0.00010017565620620908,-0.0009600958878171868,0.5732801544073187,0.00864625264853104,0.5263157894736842
1,7,10,25.0,19,0.0035341011482102327,0.002100900762191936,0.003634276804416442,-0.00010017565620620908,-0.0015333760422245053,0.5732801544073187,0.00864625264853104,0.5263157894736842
1,7,10,35.0,19,0.0035341011482102327,0.001527620607784617,0.003634276804416442,-0.00010017565620620908,-0.002106656196631824,0.5732801544073187,0.00864625264853104,0.5263157894736842
1,7,20,10.0,19,0.004078306448697329,0.0035595412776918828,0.003634276804416442,0.00044402964428088697,-7.473552672455909e-05,0.5187651710054458,0.00864625264853104,0.631578947368421
1,7,20,15.0,19,0.004078306448697329,0.0033001586921891594,0.003634276804416442,0.00044402964428088697,-0.00033411811222728194,0.5187651710054458,0.00864625264853104,0.631578947368421
1,7,20,25.0,19,0.004078306448697329,0.0027813935211837134,0.003634276804416442,0.00044402964428088697,-0.0008528832832327279,0.5187651710054458,0.00864625264853104,0.5789473684210527
1,7,20,35.0,19,0.004078306448697329,0.0022626283501782675,0.003634276804416442,0.00044402964428088697,-0.001371648454238174,0.5187651710054458,0.00864625264853104,0.5789473684210527
1,7,50,10.0,19,0.003940029860013506,0.0038904696684931607,0.003634276804416442,0.0003057530555970643,0.00025619286407671917,0.0495601915203453,0.00864625264853104,0.7368421052631579
1,7,50,15.0,19,0.003940029860013506,0.003865689572732988,0.003634276804416442,0.0003057530555970643,0.00023141276831654636,0.0495601915203453,0.00864625264853104,0.7368421052631579
