feature_set,top_n,cost_bps,fold_id,n_rebalances,gross_expectancy,net_expectancy,benchmark_expectancy,alpha_gross,alpha_net,mean_turnover,ic,hit_rate
baseline_price_only,10,10.0,12,21,0.009887367155503297,0.00926395533178104,0.003384075897207638,0.006503291258295664,0.005879879434573403,0.6234118237222601,0.08655700901471587,0.8095238095238095
baseline_price_only,10,10.0,13,21,0.0059616023578064085,0.005266177171516496,0.003172429641978799,0.0027891727158276085,0.0020937475295376975,0.6954251862899112,0.008658438474283173,0.7142857142857143
baseline_price_only,10,10.0,14,21,0.004288508695605592,0.003532018374674228,0.002431370801829119,0.0018571378937764723,0.001100647572845109,0.7564903209313634,0.04609935252612163,0.6190476190476191
baseline_price_only,10,10.0,15,21,-0.0014863104126187636,-0.0021963184546933126,-0.003549132683169119,0.0020628222705503553,0.001352814228475806,0.7100080420745492,0.08825547959947365,0.5238095238095238
baseline_price_only,10,10.0,16,21,0.0056194237416130124,0.00488574251751333,0.003326387730710409,0.002293036010902603,0.0015593547868029227,0.7336812240996812,0.026263621283990367,0.7142857142857143
baseline_price_only,10,10.0,17,21,0.004525658131060848,0.003729257595325314,0.0008605811477029214,0.0036650769833579274,0.002868676447622392,0.7964005357355343,0.030061966168605278,0.5714285714285714
baseline_price_only,10,10.0,18,21,0.0030065200158765496,0.0022680086098251953,0.001961584923945794,0.0010449350919307541,0.00030642368587940053,0.7385114060513539,0.027929681591809034,0.5714285714285714
baseline_price_only,10,10.0,19,21,-0.0007800572734345531,-0.0014378222672720424,-0.0027430326738841163,0.0019629754004495637,0.0013052104066120732,0.6577649938374902,0.11681750379801456,0.5714285714285714
baseline_price_only,10,10.0,20,21,-0.0009963218872968646,-0.0016928412311236912,-7.291388491234595e-05,-0.0009234080023845184,-0.0016199273462113451,0.6965193438268267,-0.0067878370327014315,0.47619047619047616
baseline_price_only,10,10.0,21,21,0.005088956773512165,0.004393159111512075,0.0038659122700270606,0.0012230445034851053,0.0005272468414850157,0.6957976620000895,0.058769081464742405,0.6190476190476191
baseline_price_only,10,10.0,22,21,0.0004731550480206918,-0.00023127753063297593,-0.00034692225578738595,0.0008200773038080778,0.0001156447251544107,0.704432578653667,0.02150214092618241,0.47619047619047616
baseline_price_only,10,10.0,23,21,0.004790216986492278,0.004065285729273511,0.001121225839954078,0.0036689911465382008,0.002944059889319432,0.7249312572187686,0.08253992384171274,0.5714285714285714
baseline_price_only,10,10.0,24,21,0.001281570464606582,0.0005582164652989151,-0.00012366929220402654,0.0014052397568106083,0.0006818857575029418,0.7233539993076669,0.034413657785606906,0.5238095238095238
baseline_price_only,10,10.0,25,21,0.006436698434823854,0.0057359446069622025,0.0002819488754181428,0.00615474955940571,0.005453995731544059,0.700753827861651,0.0640688377939891,0.6190476190476191
baseline_price_only,10,10.0,26,21,0.0031031326718312883,0.0024029567581423565,0.001983973172972048,0.0011191594988592402,0.0004189835851703087,0.7001759136889317,0.03582951161712522,0.6190476190476191
baseline_price_only,10,10.0,27,21,-0.004970578374864115,-0.0056006108615592595,-0.005226323188341125,0.0002557448134770099,-0.00037428767321813353,0.6300324866951437,0.04394912311421738,0.5714285714285714
baseline_price_only,10,10.0,28,21,0.0100480669044389,0.009332726326128225,0.004091996640013393,0.005956070264425504,0.005240729686114832,0.7153405783106724,0.06583041186937603,0.7142857142857143
baseline_price_only,10,10.0,29,21,-2.446871848744881e-05,-0.0007582926136687822,-0.00018081318580988033,0.000156344467322431,-0.0005774794278589024,0.7338238951813335,-0.01043738707963499,0.5714285714285714
baseline_price_only,10,10.0,30,21,0.003104007533892867,0.002360410207504385,-0.0005373417532337936,0.0036413492871266626,0.0028977519607381783,0.7435973263884826,0.051500777813445274,0.6190476190476191
baseline_price_only,10,10.0,31,21,-0.00026406807885784707,-0.0009648387476066793,-0.002941191615559908,0.00267712353670206,0.0019763528679532286,0.7007706687488314,0.06661601186178663,0.42857142857142855
baseline_price_only,10,10.0,32,21,0.006420541802088124,0.0057160340183295705,0.0038151597773347467,0.0026053820247533763,0.0019008742409948245,0.7045077837585518,0.05053974342321042,0.7142857142857143
baseline_price_only,10,10.0,33,21,0.0015593053648209412,0.000868582712536011,0.0009624113452737141,0.000596894019547227,-9.382863273770309e-05,0.6907226522849303,0.07822307092950224,0.6190476190476191
baseline_price_only,10,10.0,34,21,0.005585072217987282,0.004808670408523101,0.0033288908137654237,0.002256181404221858,0.0014797795947576774,0.7764018094641811,0.027935320875710087,0.8095238095238095
baseline_price_only,10,10.0,35,21,0.00487548777725669,0.004212202188745414,0.0020555603487393583,0.0028199274285173317,0.002156641840006055,0.6632855885112762,0.051526067768105546,0.7142857142857143
baseline_price_only,10,10.0,36,21,-1.629690327714526e-05,-0.0007450875696015433,5.930056756288299e-06,-2.2226960033433562e-05,-0.000751017626357831,0.7287906663243976,0.0392203322943565,0.47619047619047616
baseline_price_only,10,10.0,37,21,0.00556699266256776,0.004875489794766097,0.0015394806418399286,0.004027512020727831,0.0033360091529261687,0.6915028678016635,0.09895105471994868,0.5714285714285714
baseline_price_only,10,10.0,38,21,0.007825403099675665,0.007105825378616779,0.0047276065416109484,0.0030977965580647167,0.0023782188370058306,0.7195777210588863,0.04900666738829767,0.7619047619047619
baseline_price_only,10,10.0,39,21,0.004476115983613645,0.0038318880800728974,0.002217575099835167,0.002258540883778478,0.0016143129802377303,0.6442279035407475,0.06735829268409893,0.6666666666666666
baseline_price_only,10,10.0,40,21,0.001973430187300744,0.0012964149515739204,0.001631774066755353,0.0003416561205453903,-0.0003353591151814335,0.6770152357268239,0.03216854372424897,0.5714285714285714
