horizon_bars,top_n,cost_bps,n_folds,mean_alpha_net,std_alpha_net,pct_folds_positive,mean_ic,mean_turnover,mean_gross_alpha
5,100,25.0,11,-0.0040372914793614986,0.009513406727637407,0.45454545454545453,0.044118809182913665,0.0,-0.0040372914793614986
5,100,35.0,11,-0.0040372914793614986,0.009513406727637407,0.45454545454545453,0.044118809182913665,0.0,-0.0040372914793614986
10,10,10.0,9,0.0036664349908057253,0.007556976620081331,0.5555555555555556,0.0244504590116539,0.6379629629629631,0.004304397953768689
10,10,15.0,9,0.0033474535093242445,0.007551140534247248,0.5555555555555556,0.0244504590116539,0.6379629629629631,0.004304397953768689
10,10,25.0,9,0.0027094905463612797,0.007539693327613679,0.5555555555555556,0.0244504590116539,0.6379629629629631,0.004304397953768689
10,10,35.0,9,0.0020715275833983176,0.0075285472108278665,0.5555555555555556,0.0244504590116539,0.6379629629629631,0.004304397953768689
10,20,10.0,9,0.0021956106033117627,0.0042293062038149445,0.7777777777777778,0.0244504590116539,0.550462962962963,0.0027460735662747262
10,20,15.0,9,0.0019203791218302822,0.004225356942591644,0.7777777777777778,0.0244504590116539,0.550462962962963,0.0027460735662747262
10,20,25.0,9,0.0013699161588673183,0.0042178513234942564,0.5555555555555556,0.0244504590116539,0.550462962962963,0.0027460735662747262
10,20,35.0,9,0.0008194531959043553,0.0042108718895826494,0.4444444444444444,0.0244504590116539,0.550462962962963,0.0027460735662747262
10,50,10.0,9,-2.2325678543148753e-05,0.0031563877380203524,0.5555555555555556,0.0244504590116539,0.3327777777777778,0.00031045209923462954
10,50,15.0,9,-0.00018871456743203724,0.003153195174851177,0.5555555555555556,0.0244504590116539,0.3327777777777778,0.00031045209923462954
10,50,25.0,9,-0.0005214923452098151,0.0031469067539935825,0.5555555555555556,0.0244504590116539,0.3327777777777778,0.00031045209923462954
10,50,35.0,9,-0.0008542701229875928,0.003140747917536787,0.4444444444444444,0.0244504590116539,0.3327777777777778,0.00031045209923462954
10,100,10.0,9,-0.012114317644368697,0.010552662808729992,0.1111111111111111,0.0244504590116539,0.0,-0.012114317644368697
10,100,15.0,9,-0.012114317644368697,0.010552662808729992,0.1111111111111111,0.0244504590116539,0.0,-0.012114317644368697
10,100,25.0,9,-0.012114317644368697,0.010552662808729992,0.1111111111111111,0.0244504590116539,0.0,-0.012114317644368697
10,100,35.0,9,-0.012114317644368697,0.010552662808729992,0.1111111111111111,0.0244504590116539,0.0,-0.012114317644368697
20,10,10.0,7,0.002069359150228245,0.004130564801417433,0.7142857142857143,0.009680008730200178,0.6642857142857144,0.00273364486451396
20,10,15.0,7,0.001737216293085388,0.004132235739107739,0.7142857142857143,0.009680008730200178,0.6642857142857144,0.00273364486451396
20,10,25.0,7,0.0010729305787996733,0.004135956389379352,0.7142857142857143,0.009680008730200178,0.6642857142857144,0.00273364486451396
20,10,35.0,7,0.00040864486451395933,0.004140180918943789,0.42857142857142855,0.009680008730200178,0.6642857142857144,0.00273364486451396
20,20,10.0,7,0.0008829397020841634,0.0033342162201834037,0.5714285714285714,0.009680008730200178,0.5773809523809524,0.0014603206544651166
20,20,15.0,7,0.000594249225893688,0.0033346549474060254,0.5714285714285714,0.009680008730200178,0.5773809523809524,0.0014603206544651166
20,20,25.0,7,1.6868273512734835e-05,0.003335712908218136,0.5714285714285714,0.009680008730200178,0.5773809523809524,0.0014603206544651166
20,20,35.0,7,-0.000560512678868217,0.0033370113480034576,0.42857142857142855,0.009680008730200178,0.5773809523809524,0.0014603206544651166
20,50,10.0,7,0.0008921489218997695,0.003048049620059899,0.7142857142857143,0.009680008730200178,0.3404761904761905,0.00123262511237596
20,50,15.0,7,0.0007219108266616743,0.003050496440880384,0.7142857142857143,0.009680008730200178,0.3404761904761905,0.00123262511237596
20,50,25.0,7,0.00038143463618548325,0.003055509825464029,0.7142857142857143,0.009680008730200178,0.3404761904761905,0.00123262511237596
20,50,35.0,7,4.0958445709293546e-05,0.003060682210907251,0.7142857142857143,0.009680008730200178,0.3404761904761905,0.00123262511237596
20,100,10.0,7,-0.007344456060295106,0.01410954684765998,0.2857142857142857,0.009680008730200178,0.0,-0.007344456060295106
20,100,15.0,7,-0.007344456060295106,0.01410954684765998,0.2857142857142857,0.009680008730200178,0.0,-0.007344456060295106
20,100,25.0,7,-0.007344456060295106,0.01410954684765998,0.2857142857142857,0.009680008730200178,0.0,-0.007344456060295106
20,100,35.0,7,-0.007344456060295106,0.01410954684765998,0.2857142857142857,0.009680008730200178,0.0,-0.007344456060295106
