cap_band,horizon_bars,top_n,cost_bps,fold_id,n_rebalances,gross_expectancy,net_expectancy,benchmark_expectancy,alpha_gross,alpha_net,mean_turnover,ic,hit_rate
small,10,20,10.0,2,12,0.0019147431876555046,0.0013758253164098493,-0.008734028555429632,0.010648771743085136,0.010109853871839483,0.5389178712456544,0.06784419188156719,0.4166666666666667
small,10,20,10.0,3,12,0.013565760678375408,0.013080912757383004,0.01484190173690355,-0.0012761410585281424,-0.0017609889795205463,0.48484792099240387,0.06691004325833312,0.8333333333333334
small,10,20,10.0,4,12,0.029860284282828345,0.029334477681267207,0.02778839125408805,0.0020718930287402944,0.0015460864271791585,0.5258066015611352,0.09284408057509358,0.6666666666666666
small,10,20,10.0,5,12,0.0022901215342671405,0.0016919407700842135,-0.007304236296764396,0.009594357831031535,0.00899617706684861,0.5981807641829276,0.13557774953858787,0.5
small,10,20,10.0,6,12,0.012369118633290299,0.011817868780736943,0.007382565696178668,0.0049865529371116305,0.004435303084558274,0.5512498525533546,0.06231436705094071,0.5833333333333334
small,10,20,10.0,7,12,0.01499834364501214,0.01439973090771334,0.009550369965508882,0.0054479736795032575,0.004849360942204456,0.5986127372988022,0.07774423127563819,0.6666666666666666
small,10,20,10.0,8,12,0.018296500755578024,0.01765227820382008,0.007022202547675349,0.011274298207902675,0.010630075656144733,0.6442225517579422,0.15052097878090448,0.8333333333333334
small,10,20,10.0,9,12,0.02017628317997077,0.0195447920085516,0.00732125617078479,0.012855027009185978,0.012223535837766813,0.6314911714191691,0.16341697916970807,0.75
small,10,20,10.0,10,12,0.015535178486229708,0.014985897476299158,0.002420717163357143,0.013114461322872568,0.012565180312942016,0.5492810099305491,0.11543841777161781,0.6666666666666666
small,10,20,10.0,11,12,-0.013478453681149541,-0.014153286806431348,-0.025155366862868355,0.01167691318171881,0.011002080056437005,0.6748331252818072,0.05499421245276088,0.3333333333333333
small,10,20,10.0,12,12,0.0061169424684797665,0.005477638308479936,0.0007834508540705611,0.005333491614409204,0.004694187454409376,0.6393041599998305,0.11879322125206891,0.5833333333333334
small,10,20,10.0,13,12,-0.0028004330433804504,-0.0034422598437800224,-0.00985435583786704,0.007053922794486588,0.006412095994087017,0.6418268003995699,0.14276576694822632,0.4166666666666667
